interventionType,timezone,resolution,app,interventionDuration,isReIntervention,timestamp
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752248921.155329
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752251967.16134
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752262184.906516
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752304203.7998009
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752307212.418345
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752318091.770177
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752319716.4915981
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752330114.707813
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752330553.5989308
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752333024.820682
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752343180.872889
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752343210.289711
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752353701.68111
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752357717.284097
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752357728.317953
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752359183.651356
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752359284.8828611
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752388447.7716498
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752390465.430956
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752392139.661721
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752396193.8912191
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752397715.155264
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752406988.7566319
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752407988.190294
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752408111.3399
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752408188.5736408
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752412514.060838
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752414758.018686
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752415432.632772
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752416186.482069
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752417242.0325298
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752417248.564406
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752417327.731538
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752419416.5230088
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752420870.104558
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752429479.390526
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752431592.145401
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752432295.604042
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752432783.997497
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752432802.379637
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752433730.63796
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752436280.809002
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752436433.864993
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752469911.040578
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752470398.3484569
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752479612.651571
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752480207.384725
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752502461.1494699
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752506279.890697
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752506304.054405
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752520597.003196
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752521315.384763
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752522358.604636
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752526606.8085852
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752556124.3716621
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752562564.4029531
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752565211.054532
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752570021.978345
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752577598.949181
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752577778.512793
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752597723.403492
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752598215.452014
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752598230.961884
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752601910.461897
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752605282.735321
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752606064.236361
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752608009.085412
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752608441.53911
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752608451.201118
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752608668.031656
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752609839.958076
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752610158.857192
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752611493.2427049
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752611919.1706629
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752642479.705841
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752642614.766375
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752648180.0376601
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752662066.3034
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752671034.705368
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752680143.2319899
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752680247.6922932
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752680496.110295
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752680814.8586159
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752685594.4402652
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752693775.042984
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752697495.207406
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752702124.434969
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752702290.656981
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752703252.507664
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752729148.529881
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752738786.927661
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752742336.058
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752749430.2548618
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752750360.62957
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752757137.748771
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752759356.688266
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752765086.694525
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752767419.178464
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752767622.8834538
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752770965.431384
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752771769.070679
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752771803.095831
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752774218.6665921
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752779745.4339151
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752780468.7255
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752780475.296958
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752814990.192388
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752823679.578376
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752823965.0950599
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752823972.381912
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752836762.87238
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752836901.8733668
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752856913.3186321
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752858381.763495
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752861833.665649
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752866675.670783
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752871749.812577
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752875626.737733
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752876912.577649
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752876980.784349
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752877165.32442
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752880874.722223
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752904321.988977
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752910082.135072
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752913260.1780782
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752914683.790032
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752915680.562051
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752918459.432483
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752918718.41255
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752918725.028446
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752922039.0055861
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752922137.117505
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752926137.96111
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752926410.5892901
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752930447.306449
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752932209.237561
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752934282.834502
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752935403.9791331
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752935733.058199
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752935805.419354
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752937959.413271
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1752938057.1766028
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752938482.263688
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752941848.7871761
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752962120.782755
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752993721.040371
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1752999101.02351
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1753001561.3847241
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1753008992.229928
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1753010840.611917
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1753010855.797447
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1753010866.670762
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,1.5,False,1753011034.037263
breathingExercise,Europe/Amsterdam,openedApp,instagram,1.5,False,1753040539.336955
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753042157.654932
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753042738.9802651
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753042816.291837
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753043862.872829
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753094214.572054
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753111246.697799
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753130199.497395
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753130639.159363
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753133956.375623
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753178644.59166
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753192205.362108
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753210437.993112
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753220509.7940269
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753266986.220065
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753274281.45409
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753288448.190158
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753303046.572688
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753303206.3112001
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753307149.1779041
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753356306.310147
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753375900.2987099
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753391463.0582
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753392051.666037
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753392067.524469
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753392236.982349
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753392963.601371
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753468256.592389
breathingExercise,Europe/Amsterdam,dismissedAppOpening,instagram,6.0,False,1753468406.321881
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753517017.915927
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753541304.54071
breathingExercise,Europe/Amsterdam,openedApp,instagram,6.0,False,1753565915.9595962
breathingExercise,Europe/Berlin,dismissedAppOpening,instagram,6.0,False,1753587690.97689
breathingExercise,Europe/Berlin,openedApp,instagram,6.0,False,1753589455.168189
breathingExercise,Europe/Berlin,openedApp,instagram,6.0,False,1753592582.027369
breathingExercise,Europe/Berlin,openedApp,instagram,6.0,False,1753592721.6792731
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753606079.291686
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753621913.537895
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753636391.847005
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753677495.983293
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753677591.039449
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753696739.04569
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753697028.420113
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753697046.7342448
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753697641.76356
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753700568.30709
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753738239.7099838
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753764266.9693189
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753770286.9099178
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753779551.8181372
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753782360.5839748
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753783158.763713
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753785592.613591
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753787644.152704
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753796737.5491328
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753796755.6853452
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753798350.224143
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753810725.346308
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753810826.894755
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753818209.472791
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753821703.3206491
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753865782.485683
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753866174.7033482
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753867143.683113
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753867353.384338
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753898502.215464
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753904693.466557
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753910873.6597
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1753912489.496053
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753937750.0983648
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753941958.70077
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753951219.625448
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753951520.805698
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753962085.301188
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1753991113.627646
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754037563.896234
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754037907.939052
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754039121.3650331
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754039239.015454
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754039242.550609
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754039256.6592588
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754044010.371177
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754053057.157484
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754053278.083757
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754063004.147462
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754075477.134825
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754075922.626003
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754075955.586306
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754075969.281537
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754076437.371125
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754077005.462708
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754077090.029141
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754077268.008137
