isReIntervention,interventionDuration,timestamp,resolution,timezone,app,interventionType
False,1.5,1753378725.29601,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753379891.603929,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753380563.637625,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753380694.4950519,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753382347.423336,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753382646.619292,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753382966.7012138,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753383653.678781,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753384253.3763099,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753384906.929912,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753385227.54633,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753385375.6480222,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753386086.368119,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753386364.227676,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753388615.166343,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753389231.6508598,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753389355.745398,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753390813.7312741,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753395689.143467,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753397397.95078,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753398294.022531,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753398403.655303,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753399053.1151938,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753400382.9750261,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753416304.196866,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753416512.841291,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753417237.0856261,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753420146.29621,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753423669.925926,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753424205.782197,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753425570.759918,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753426258.216008,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753426566.580348,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753426798.73628,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753426885.5213652,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753427536.243775,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753428098.8014832,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753428738.802277,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753428912.4232368,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753429145.210748,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753429156.729769,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753429912.223748,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753429959.3719978,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753430929.741091,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753431835.396647,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753432474.509661,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753432573.3648438,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753433932.340553,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753434320.19632,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753434806.9591131,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753435159.967764,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753436901.896305,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753437249.795069,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753437446.386895,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753437867.103747,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753439747.129641,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753441077.4496589,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753442260.559772,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753463089.596812,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753464432.390739,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753473298.225888,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753473689.7035332,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753475325.314519,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753481499.913396,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753481699.892799,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753482252.4075189,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753482828.98804,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753485051.358729,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753485218.135891,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753485718.223096,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753485725.623188,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753486693.31817,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753487357.7768059,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753488442.727164,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753488558.381319,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753488630.73694,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753488715.240077,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753488813.4142342,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753489706.732421,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753489800.010888,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753490354.820116,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753491714.355799,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753492846.597776,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753496620.750928,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753496826.444715,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753496882.0216541,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753497323.4723701,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753498368.063458,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753498403.0285149,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753499165.769654,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753505622.699772,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753509329.790678,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753516656.7253718,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753522541.889859,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753522808.4309568,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753523464.925045,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753523558.236395,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753523597.006702,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753524402.423647,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753555976.3950481,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753556062.197655,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753558630.804456,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753559831.200788,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753559981.318153,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753560394.4529948,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753560592.579904,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753561713.9495568,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753562057.9094071,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753563052.682735,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753563154.468141,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753563373.928551,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753563743.821527,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753563923.547755,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753564073.783669,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753564261.381455,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753564408.285087,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753564564.384603,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753565777.855524,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753566635.576036,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753566887.623069,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753568412.339371,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753568640.6207619,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753568792.506476,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753573636.0540528,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753573695.1020808,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753575249.989932,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753577265.7894568,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753577273.288609,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753577590.343055,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753577592.5579839,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753577597.624771,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753577658.770006,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753581710.334194,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753587187.358643,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753590832.5521579,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753591168.377821,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753592694.6967049,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753606292.707648,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753607008.726496,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753608221.358498,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753608649.0783691,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753610129.229501,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753653712.797721,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753655315.604858,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753656132.806596,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753660964.215438,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753662476.831989,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753662492.221179,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753662730.1708078,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753663172.130728,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753664623.522824,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753665159.1907392,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753665489.788237,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753669135.8673658,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753669343.0424771,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753670069.1376739,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753670840.569073,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753671409.999627,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753673316.201702,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753674376.007292,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753675542.983477,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753676519.142417,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753677153.504379,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753677504.543571,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753681002.782028,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753683193.747438,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753683707.150389,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753685009.488367,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753686003.908938,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753686464.021171,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753687387.1211262,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753687761.2557678,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753688198.188365,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753689661.108145,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753689991.3090758,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753690069.8646069,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753690655.163516,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753690985.868578,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753693290.2134829,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753698290.467107,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753698704.016892,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753699449.773937,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753700464.730228,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753701098.507131,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753705099.412282,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753706433.491374,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753706642.961899,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753733236.9009418,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753734738.827215,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753742805.288415,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753743717.908455,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753743857.860742,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753751368.164602,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753752639.883946,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753753215.292235,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753755102.4369001,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753756455.7310848,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753756458.603397,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753756465.760073,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753756484.395756,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753756506.545785,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753757604.307777,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753760497.936929,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753765355.937871,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753765686.8964891,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753767272.043448,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753768703.711168,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753770452.2283611,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753770836.7232509,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753771704.333694,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753783401.499062,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753783743.355443,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753784236.426081,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753785546.853722,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753785851.47157,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753785988.015853,dismissedAppOpening,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753786101.228129,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753786256.119585,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753786596.396174,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753788582.9075189,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753790958.40291,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753791136.42678,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753821133.054965,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753826493.513482,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753826944.777328,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753832575.0894542,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753834133.395607,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753834163.465626,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753834303.609288,openedApp,America/Los_Angeles,instagram,breathingExercise
False,1.5,1753835257.910541,openedApp,America/Los_Angeles,instagram,breathingExercise
