interventionType,isReIntervention,resolution,timestamp,app,interventionDuration,timezone
breathingExercise,False,dismissedAppOpening,1749578836.4040499,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749578954.0123281,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749579231.985372,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749583641.925747,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749591610.589129,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749591796.038795,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749636443.512028,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749642932.894176,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749645769.624382,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749652502.454459,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749668367.2417278,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749668470.889542,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749677592.645965,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749701507.709513,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749701756.1959739,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749742644.7533321,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749751486.736761,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749810431.8475251,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1749811318.2516708,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1749811323.5344272,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749811334.105613,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749811583.759104,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749821234.858862,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749821500.36524,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749821808.221889,tikTok,1.5,Europe/London
,False,openedApp,1749829968.1078749,tikTok,,Europe/London
,False,closedApp,1749830028.1078749,tikTok,,Europe/London
,False,dismissedAppOpening,1749830028.1078749,tikTok,,Europe/London
breathingExercise,False,openedApp,1749830036.0665832,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749830556.991304,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749830866.487424,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749834260.36871,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749835400.731151,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749836356.080717,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749838053.9753652,tikTok,1.5,Europe/London
,False,openedApp,1749841605.951078,tikTok,,Europe/London
,False,closedApp,1749841665.951078,tikTok,,Europe/London
,False,dismissedAppOpening,1749841665.951078,tikTok,,Europe/London
breathingExercise,False,openedApp,1749841673.964544,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749841983.6191149,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1749845044.68195,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749845054.7954578,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1749847495.141831,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749847505.023332,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749847750.665687,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749849268.6651711,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1749849615.76448,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749849625.852215,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749850361.445088,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749850609.266317,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749852184.3479419,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749852483.740141,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749852737.239974,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749880125.580344,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749918318.850671,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749918567.80268,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749933974.71503,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749934387.0494828,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749934589.0355392,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749936769.100748,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749937407.657898,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749937552.759644,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749937875.783109,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749966763.020447,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1749969094.4372969,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749969104.3230371,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1749973929.1490269,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750055447.501359,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750055575.024575,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750082227.883265,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750083817.993958,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750088465.3739529,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750092247.8427072,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750092624.941588,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750093100.450743,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750093628.4311628,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750093875.682983,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750095781.51707,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750097103.5653272,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750097291.757269,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750099064.25097,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750099308.710703,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1750099308.910435,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750099650.7621999,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750102680.855176,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750105815.822167,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750106298.796329,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750108310.555293,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750110026.493606,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750140946.381147,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750146865.943036,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750152162.215246,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750152902.7584438,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750165084.63637,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750168093.593433,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1750168093.808888,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750168341.1982188,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750168532.700228,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750172849.667407,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750176193.827934,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750176379.927438,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750176849.1267262,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750180607.0841641,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750182437.078537,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750188879.685904,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750194265.89186,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750194677.869945,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750195621.492795,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750196047.799107,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750196731.8754292,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750237278.415355,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750240164.980792,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750255189.449795,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750256770.56653,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750261404.223312,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1750261508.4697042,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750262091.106278,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750263098.818317,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750264462.733614,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750268604.1991591,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750278978.6362848,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750280340.894959,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750280469.853033,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750280949.599823,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750282784.365456,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750284097.770062,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750285915.4947062,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750287361.540942,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750287907.26659,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750288276.5888062,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750288415.5755038,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750288606.975558,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750314253.192797,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750317579.943791,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750324721.066232,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750325063.2459679,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750329289.730976,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750331411.4108682,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1750341900.212347,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750341917.1628919,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750342047.95819,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750343876.959059,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750344411.071317,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750350802.197247,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750350868.76609,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750350937.337247,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750352184.05578,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750354514.234833,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750355065.63062,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750356074.094188,tikTok,1.5,Europe/London
,False,openedApp,1750357102.619148,tikTok,,Europe/London
,False,closedApp,1750357162.619149,tikTok,,Europe/London
,False,dismissedAppOpening,1750357162.619149,tikTok,,Europe/London
breathingExercise,False,openedApp,1750357664.470399,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750363195.1648278,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750371288.358374,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750371299.207871,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750372914.450084,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750373305.034666,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750404172.156554,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750404362.279666,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750414652.593405,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750414902.756778,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750414985.44446,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750416185.778794,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750418745.90857,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750425138.459951,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750425847.421776,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750427186.552819,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750433371.732106,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750438471.509472,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750439397.0375628,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750439795.945286,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750442626.931314,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750443309.551065,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750446618.45468,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750448739.846256,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750449691.6314049,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750451267.476655,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750451455.432932,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750451654.6409159,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750451782.9120588,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750451971.9396539,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750452039.787539,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750452700.1681008,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750453631.983449,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750455818.0531359,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750457629.669841,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750457637.737237,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750459442.122754,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750492377.216213,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750492645.0669231,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750492872.391629,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750497063.0362139,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750503770.619433,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750504147.8249888,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750504217.119221,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1750504217.301326,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750505972.483965,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750507882.976964,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750508537.686121,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750512974.3975759,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750516238.237925,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750516458.469316,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750516528.241426,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750516594.367177,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750518423.6346478,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750520544.2123199,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750525547.485282,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1750527832.682156,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750527842.360985,tikTok,1.5,Europe/London
breathingExercise,False,dismissedAppOpening,1750527842.6938028,tikTok,1.5,Europe/London
breathingExercise,False,openedApp,1750531936.8491158,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750532272.025958,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750533029.789433,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750533234.47313,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750534301.747606,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750537444.076781,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750538229.64995,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750538308.571937,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750544306.265687,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750545946.468189,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750546117.139426,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750546117.288107,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750546214.458977,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750574715.016245,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750575436.419266,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750582509.552549,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750582761.32528,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750582893.645139,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750583281.021052,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750583982.5694308,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750585744.4039679,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750592305.673672,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750592496.1726952,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750596823.191216,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750598148.148052,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750598166.985718,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750606896.0427408,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750608207.557622,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750611426.8962278,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750612003.1493769,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750612248.7966418,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750612394.5522552,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750612758.130806,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750613094.29796,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750613671.297534,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750613744.025687,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750616257.230355,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750618796.217362,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750618877.315596,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750622265.619425,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750623573.206898,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750623765.17705,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750625247.620918,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750625380.57742,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750625569.694205,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750625902.236892,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750627619.5174341,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750627870.297673,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750629730.237679,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750632115.617354,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750661703.1671228,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750661893.826422,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750662767.017295,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750663011.229038,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750666195.637126,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750667088.4845052,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750667668.10902,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750667804.2032928,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750667994.177419,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750668243.804484,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750678455.3608232,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750679914.797796,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750681175.3604012,tikTok,3.0,Europe/London
,False,openedApp,1750682166.250417,tikTok,,Europe/London
,False,closedApp,1750682226.250417,tikTok,,Europe/London
,False,dismissedAppOpening,1750682226.250418,tikTok,,Europe/London
breathingExercise,False,openedApp,1750682236.7719002,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750682761.94802,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750682777.460671,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750685125.5507178,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750686187.2999148,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750686380.427898,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750687016.13562,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750687204.897077,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750688574.703716,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750690498.679462,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750696923.648808,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750759024.521061,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750769763.6319308,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750770276.558739,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750770870.856148,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750772464.195271,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750772596.16402,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750773694.4468188,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750773887.635742,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750777044.9775229,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750777297.919733,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750782585.263435,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750782600.50816,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750783141.071912,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750786249.89819,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750786612.161831,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750792088.002013,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750796399.591366,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750798439.239178,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750798651.464505,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750800814.255451,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750800982.4139318,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750801014.872159,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750801223.689482,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750801473.392407,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750801661.231914,tikTok,3.0,Europe/London
,False,openedApp,1750801999.4123669,tikTok,,Europe/London
,False,closedApp,1750802059.412368,tikTok,,Europe/London
,False,dismissedAppOpening,1750802059.412368,tikTok,,Europe/London
breathingExercise,False,openedApp,1750802073.433584,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750805282.595391,tikTok,3.0,Europe/London
,False,openedApp,1750808266.542134,tikTok,,Europe/London
,False,closedApp,1750808326.542134,tikTok,,Europe/London
,False,dismissedAppOpening,1750808326.542134,tikTok,,Europe/London
breathingExercise,False,openedApp,1750840388.7203488,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750843219.26479,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750846573.857532,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750851566.560082,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750861903.5259352,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750862879.165498,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750863068.699933,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750863295.1436949,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750865559.9074612,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750866351.3169231,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750867006.368147,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750870997.399513,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750871220.583771,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750871425.580653,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750871606.409689,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750872322.861977,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750874010.6589289,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750874184.1381001,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750876505.14307,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750876641.495569,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750878599.7265658,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750882251.3717,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750884730.189611,tikTok,3.0,Europe/London
