app,isReIntervention,timestamp,resolution,interventionDuration,interventionType,timezone
instagram,False,1748402390.616993,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748402421.5658998,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748402453.105815,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748431683.43821,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748431709.471538,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748434315.681054,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748434708.861858,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748434785.461094,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748435946.014382,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748435984.5482879,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748436596.559266,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748436724.116121,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748437206.617869,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748437302.025949,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748437407.994937,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748437548.172515,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748437552.82633,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748438663.56637,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748439064.409091,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748439196.002761,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748439201.260882,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748439204.1050038,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748439716.953817,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748440021.777345,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748440030.200163,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748440337.789665,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748441466.5128732,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748441612.8987021,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748441673.730256,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748442882.558887,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748443820.5139298,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748444679.5967522,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748445213.458677,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748445894.6291041,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748445896.8164191,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748446167.3549051,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748446254.001441,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748446262.196903,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748447087.119564,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748447258.69768,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748448108.394621,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748450017.0904431,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748450442.282217,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748450444.4681811,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748450447.07483,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748450804.9417949,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748450807.473514,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748450814.925565,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748450823.973055,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748450916.476706,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748451567.3862128,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748451787.123664,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748453215.754972,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748453792.796689,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748453799.312313,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748454641.98415,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748454823.8817592,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748454839.106432,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748454894.99685,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748460913.489558,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748461019.299909,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748461022.492192,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748462794.192658,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748463155.307987,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748463159.776342,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748463162.708603,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748463292.828146,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748463776.559288,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748463799.317982,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748463836.765492,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748463985.432982,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748466058.979655,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748466695.783498,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748466724.39779,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748466767.514102,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748467116.946093,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748467126.919128,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748467384.0417252,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748468316.657444,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748468320.0620952,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748468322.655251,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748468646.855835,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748468975.905463,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748468983.572836,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748469703.780091,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748469708.718477,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748470164.9895859,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748470379.007382,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748470623.586625,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748473199.346119,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748473849.862884,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748475180.228406,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748475189.353498,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748475197.600071,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748475568.547686,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748476379.95631,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748476956.3714418,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748477135.663727,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748481209.436637,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748481384.007571,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748521404.4355521,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748523281.17255,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748523284.9667091,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748523287.840818,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748523299.9570498,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748525557.378803,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748526508.083545,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748526657.393283,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748527928.3707051,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748528186.522253,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748528428.2310019,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748528475.0031462,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748528639.2401872,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748532366.997982,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748532576.67996,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748533072.75403,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748533076.73118,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748533085.673096,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748533116.329824,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748533149.691366,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748533324.591991,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748533529.0637112,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748533963.8286672,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748535076.529135,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748536089.78658,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748537963.2000341,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748538278.217183,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748538280.293266,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748540800.995887,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748540805.945105,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748541653.483571,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748543504.613292,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748543510.413423,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748543529.9915118,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748546665.7374082,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748546820.79784,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748547162.271912,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748548750.211833,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748552959.1943731,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748553733.23469,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748553739.259305,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748557887.494773,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748558258.043231,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748563006.095018,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748569137.727783,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748569145.987858,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748607168.522346,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748607982.9044251,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748610054.466455,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748610158.737167,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748610163.5241508,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748610856.358146,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748611630.054648,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748612825.362965,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748618079.676791,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748621126.373767,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748621862.9659638,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748622670.04192,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748622673.7181711,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748624054.142808,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748624236.937636,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748625097.514165,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748625105.504766,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748625292.174236,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748625681.2247171,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748625685.034892,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748625691.6829162,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748626244.760653,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748626593.235839,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748626597.764451,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748626701.484482,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748627818.3274999,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748629705.611741,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748629712.55977,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748633708.942306,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748634223.053039,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748634226.3831139,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748634228.521004,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748634381.670635,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748635912.5172849,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748635914.579864,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748635924.6364942,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748636611.360975,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748638368.4859939,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748639004.990171,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748639338.368789,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748640459.412215,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748640613.109025,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748640621.771462,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748641903.905673,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748642133.449256,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748650184.0102348,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748652361.544022,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748652366.241486,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748652382.092157,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748652551.6233978,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748652808.418898,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748653009.23626,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748653021.950612,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748654860.4138222,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748655490.496032,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748655492.5718632,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748655515.272357,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748655545.540464,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748657263.2430348,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748659080.598133,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748659311.135829,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748659513.7066631,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748659520.638887,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748659736.0607228,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748659743.466428,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748660301.39506,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748662043.919924,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748663410.193814,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748663624.754106,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748664113.5907068,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748702298.7674131,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748702606.1305308,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748709633.221582,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748709732.838058,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748709805.52758,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748709934.2324371,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748710126.5626721,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748710307.687242,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748713446.959351,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748714135.010449,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748716914.2107139,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748717917.730225,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748725858.072392,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748725861.2897449,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748725866.085156,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748726656.215012,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748727866.011446,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748731287.687078,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748733604.589273,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748733611.545329,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748735267.272299,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748735370.309237,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748735491.770815,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748735521.533716,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748735932.32157,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748736785.1057482,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748738670.174673,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748739609.7482061,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748740392.9951072,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748741764.46615,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748743603.809365,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748743885.77347,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748743940.084467,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748744200.050076,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748744209.011005,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748744998.069354,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748745605.0129108,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748778989.2993479,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748779179.1179981,dismissedAppOpening,1.5,breathingExercise,America/New_York
instagram,False,1748782251.975357,openedApp,1.5,breathingExercise,America/New_York
instagram,False,1748782377.00359,dismissedAppOpening,1.5,breathingExercise,America/New_York
