timestamp,interventionDuration,timezone,app,isReIntervention,interventionType,resolution,timeIntervalUntilReIntervention,purpose
1753298058.524795,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1260.0,
1753333235.411099,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753333245.450669,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,960.0,
1753333620.2487411,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1080.0,
1753333839.472834,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,840.0,
1753347762.4032469,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1140.0,
1753348305.14585,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1260.0,
1753348976.37118,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1560.0,
1753350119.099687,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1140.0,
1753355423.35302,6.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Unterhaltung
1753378945.049446,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1020.0,
1753379213.634667,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753379223.7787728,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,900.0,
1753380610.533358,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1080.0,
1753420332.923393,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753420493.278652,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1380.0,
1753420707.469003,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1440.0,
1753443222.732596,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1080.0,
1753449616.056498,6.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Unterhaltung
1753449686.5653,,Europe/Berlin,youtube,False,,openedApp,,
1753450286.5653,,Europe/Berlin,youtube,False,,closedApp,,
1753450286.5653,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753450831.632173,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,2640.0,
1753451021.499476,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1260.0,
1753451283.320904,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1380.0,
1753452304.3150868,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1440.0,
1753456536.805139,6.0,Europe/Berlin,pokemonGo,False,breathingExercise,openedApp,900.0,Unterhaltung
1753467556.293682,6.0,Europe/Berlin,pokemonGo,False,breathingExercise,openedApp,900.0,Unterhaltung
1753467715.034566,6.0,Europe/Berlin,E1139A0E-1595-405E-B70F-AC56E155AFD1,False,breathingExercise,openedApp,900.0,Unterhaltung
1753468750.265396,6.0,Europe/Berlin,E1139A0E-1595-405E-B70F-AC56E155AFD1,False,breathingExercise,openedApp,900.0,Unterhaltung
1753469663.801787,6.0,Europe/Berlin,E1139A0E-1595-405E-B70F-AC56E155AFD1,False,breathingExercise,dismissedAppOpening,,
1753507091.223903,,Europe/Berlin,youtube,False,,openedApp,,
1753507691.223903,,Europe/Berlin,youtube,False,,closedApp,,
1753507691.223903,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753531884.186095,,Europe/Berlin,youtube,False,,openedApp,,
1753532484.186096,,Europe/Berlin,youtube,False,,closedApp,,
1753532484.186096,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753532575.210023,6.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Unterhaltung
1753536341.180107,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,2700.0,
1753547581.211433,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1020.0,
1753549601.8398352,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1680.0,
1753549918.757557,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1200.0,
1753550319.707556,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1140.0,
1753550588.0656672,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,900.0,
1753604109.748759,,Europe/Berlin,youtube,False,,openedApp,,
1753604709.748759,,Europe/Berlin,youtube,False,,closedApp,,
1753604709.748759,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753614147.1891298,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1080.0,
1753615213.531621,,Europe/Berlin,youtube,False,,openedApp,,
1753615813.531621,,Europe/Berlin,youtube,False,,closedApp,,
1753615813.531621,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753619804.633955,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1080.0,
1753620952.421585,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1500.0,
1753622382.313215,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753625037.147307,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,960.0,
1753635177.8422,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1020.0,
1753702730.1412969,6.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Unterhaltung
1753702734.710357,,Europe/Berlin,youtube,False,,openedApp,,
1753703334.710357,,Europe/Berlin,youtube,False,,closedApp,,
1753703334.710357,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753707951.318542,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,2280.0,
1753710876.856776,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1200.0,
1753788566.0663428,6.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Unterhaltung
1753788690.878799,,Europe/Berlin,youtube,False,,openedApp,,
1753789290.878799,,Europe/Berlin,youtube,False,,closedApp,,
1753789290.8788,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753791758.8224669,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753792737.30848,6.0,Europe/Berlin,pokemonGo,False,breathingExercise,openedApp,900.0,Ablenkung
