interventionType,resolution,isReIntervention,timestamp,app,timezone,interventionDuration
breathingExercise,dismissedAppOpening,False,1751694172.8714008,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751694194.712325,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751694705.5963159,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751698033.661776,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751699194.938024,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751699314.1558828,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751700350.346693,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751701119.4274058,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751701361.435679,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751701742.650465,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751701746.216027,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751718423.84134,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751726420.852106,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751726711.481261,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751726724.804385,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751728324.083749,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751728396.6910272,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751729526.63058,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751729709.6774158,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751747855.7988791,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751748133.172176,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751751921.1648312,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751780709.2846231,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751783325.035713,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751794018.570219,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751796060.4733949,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751799098.225415,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751799522.380285,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751800896.590425,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751800969.8937569,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751800977.4895458,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751801151.881209,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751801635.315621,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751801645.567021,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751802101.015904,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751806634.452582,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751809193.602118,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751810969.463289,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751815996.0871038,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751816098.1314101,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751816251.3411689,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751817491.258914,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751818442.2076259,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751819183.905807,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751819229.555378,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751820456.999758,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751820752.311535,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751820810.220649,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751821451.021378,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751822026.791621,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751829058.297556,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751836163.790658,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751836172.5213618,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751836530.961438,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751839501.5218039,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751840144.923266,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751867007.209739,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751868053.523324,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751870736.5797539,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751871149.125853,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751875422.475817,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751879328.658486,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751879373.053475,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751879935.539864,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751882512.6048942,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751882902.2640948,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751887714.2217479,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751888117.907857,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751889888.6202722,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751891152.587573,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751899253.047013,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751899262.577141,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751902292.248075,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751905183.821271,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751909300.230754,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751909487.3446732,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751909562.720861,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751917054.822644,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751917760.307105,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751920218.657497,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751920262.656755,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751920821.7057009,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751920904.272561,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751922514.93097,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751922564.056745,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751922644.5442781,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751922652.110434,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751922776.720042,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751922782.466063,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751922980.209167,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751923126.187145,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751923465.401798,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751923500.475801,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751923579.817986,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751923692.667907,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751924319.467866,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751924954.3136148,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751949330.909235,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751949431.442264,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751950290.456269,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751952828.346087,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751954213.362306,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751954274.095984,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751956410.004445,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751957406.034431,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751980664.254385,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1751981061.136801,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1751989588.332913,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752011146.932061,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752023268.663141,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752172170.257858,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752172636.2875872,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752183328.136442,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752184042.096062,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752186238.734458,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752188240.565156,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752189171.9987311,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752215666.375945,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752215764.373446,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752217081.978549,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752219480.001813,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752220467.878175,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752221356.915829,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752222986.908925,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752223466.7713141,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752227403.293643,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752228080.281011,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752229352.529999,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752248924.825535,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752248988.399102,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752249778.998946,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752250524.932508,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752251797.965888,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752252074.566128,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752253571.093326,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752254002.607504,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752254137.343019,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752259709.3468962,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752261706.981444,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752269984.621687,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752270197.44959,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752270503.621715,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752270863.227796,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752305848.181073,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752308261.9583669,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752310340.633774,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752312533.9408221,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752312777.3733048,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752316500.865205,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752316716.062393,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752325362.1774368,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752325974.3287601,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752325977.4340792,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752329470.5253658,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752336224.1761842,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752343015.6504211,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752343128.137703,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752343130.797343,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752347001.042354,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752347281.594806,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752347287.4971042,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752347584.908277,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752352083.236942,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752355624.9409761,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752356076.6922212,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752389414.981958,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752389441.4090939,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752389676.585219,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752400888.3824558,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752403797.886689,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752410190.878947,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752410309.7424521,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752410626.847753,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752414644.063324,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752434414.356549,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752437567.798369,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752437730.343176,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752438234.611923,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752439009.984802,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752439320.578281,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752441112.5321078,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752471555.838953,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752471800.8195481,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752471858.0235991,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752472706.2023401,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752484211.582129,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752485740.7058902,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752490031.573266,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752492604.12423,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752495252.9516401,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752502770.245554,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752503094.3803391,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752503455.9088712,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752503468.891825,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752506295.389199,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752506562.6141229,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752509308.6844702,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752513772.467994,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752520296.82904,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752525438.5619612,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752525759.665259,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752525988.485283,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752527162.173073,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752528050.0414782,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752557166.9949431,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752558118.039216,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752558298.5030742,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752560477.994504,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752563233.15793,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752563979.5429149,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752564942.838152,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752567424.8386679,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752578715.030456,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752588917.945414,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752591160.010802,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752603867.815232,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752607131.373574,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752610260.907744,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752640185.41055,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752643966.8276649,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752643975.488916,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752644820.737252,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752645331.7796621,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752645925.4658132,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752647514.109077,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752647850.636397,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752649275.8945851,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752651120.695756,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752651227.697319,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752651608.482436,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752651837.2925658,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752651922.205476,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752652204.208787,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752653123.874433,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752659582.349568,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752659720.451467,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752662752.8980389,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752662914.480758,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752663963.835839,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752664062.389024,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752664420.4229379,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752664914.742538,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752668808.0090141,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752668833.903471,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752669707.711772,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752669727.646918,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752671712.0172691,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752672635.343165,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752678237.322875,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752692032.919526,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752692244.015882,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752693138.271405,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752697591.212039,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752697792.072525,instagram,Europe/Berlin,1.5
breathingExercise,dismissedAppOpening,False,1752718563.229045,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752718573.408598,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752721065.195653,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752721151.738429,instagram,Europe/Berlin,1.5
breathingExercise,openedApp,False,1752736960.9096909,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752737337.8110828,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752738625.9318051,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752744591.304632,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752767884.3921552,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752769600.845197,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752778126.938911,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752778166.077702,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752778292.034072,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752783173.603096,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752787595.7829762,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752789110.295586,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752818023.8609772,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752821706.406116,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752823669.1406221,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752823679.10724,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752824268.696955,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752824995.466155,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752825919.778306,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752837598.813016,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752841630.746947,instagram,Europe/Berlin,3.0
