timestamp,resolution,isReIntervention,timezone,interventionType,app,interventionDuration,purpose,timeIntervalUntilReIntervention
1753910275.577354,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753910326.526877,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753912339.244653,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Bored,
1753936031.554523,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,instagram,1.5,,
1753936124.442988,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753939393.782991,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1753942593.091903,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1753942729.611448,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1753942913.7288551,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753951525.1546001,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753951536.253526,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1753961990.680304,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,60.0
1753963887.230727,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753966604.702874,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753968249.707202,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1753979352.967094,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753984513.792804,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1753986689.581033,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753987210.6631389,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753990305.247109,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753991419.986837,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,60.0
1754029505.941694,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754032141.9346352,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754032475.997935,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754032871.1430511,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754033886.4009628,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754034118.185133,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754034135.673562,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754034331.052913,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754035446.6373901,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754035515.297799,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754037182.440508,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754040092.100975,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,60.0
1754041331.90523,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754042986.6235151,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754043263.223618,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754045829.1279678,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754047388.876419,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754048659.85708,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754048695.880268,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754049337.2634768,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754049571.243514,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754054413.935534,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754055256.743105,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754059375.465497,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754059649.8031,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754059657.7966719,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754059664.019773,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754073771.496148,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754073778.723666,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754074577.7262259,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754074584.431025,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754076792.9554071,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754077579.8164601,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754077892.4632258,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754077896.6916618,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754080162.903967,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754081620.048579,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754083862.959893,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754096418.8086782,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754096471.359199,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754113173.490809,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754114863.107805,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754116782.4319382,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754121074.599422,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754121127.01314,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754121175.887187,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754122423.761385,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754124407.417241,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754130290.7700071,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754133237.0492148,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754137972.7606878,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754138300.77897,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754138470.482986,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754138654.529161,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754140544.108243,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754140980.9499369,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754140993.5667381,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754143165.563786,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754144443.429819,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754148564.908885,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754148576.9110641,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Search Info,
1754150218.9224539,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754150292.339752,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754150301.060855,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754151369.783303,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754152222.105671,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754152231.354989,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754155210.131094,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754155226.271758,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754160288.639534,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754161152.8899632,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754161237.2073941,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Bored,
1754165912.9326448,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754165923.382255,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754166065.760896,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754166179.252509,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Search Info,
1754186924.85736,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754204947.489557,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754209735.424881,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754210200.874656,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754210212.241199,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754211442.126611,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754211500.617227,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,60.0
1754212107.392755,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754214428.0785232,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754214545.732964,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754215143.114595,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754218614.656677,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754219239.099967,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754219562.195507,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754224294.31077,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Relax,120.0
1754225323.11826,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754229311.466315,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754230380.124514,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754230546.5071092,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754235536.233043,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754237326.326795,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754239462.339415,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754240494.6697512,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754241706.547923,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754241709.753617,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754245266.1658878,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754248508.80694,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754248929.8276901,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754254254.312086,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Search Info,
1754258913.809682,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754258926.912688,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754282925.676965,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754283359.298703,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754289269.0556421,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754289589.198605,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,60.0
1754295849.3351588,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754295960.842517,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754296098.0096998,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,60.0
1754296646.1282039,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754296742.912977,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754298112.977683,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754305281.0224571,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Check likes,60.0
1754306678.329865,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754312799.439111,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Check likes,120.0
1754314717.510573,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754317577.834903,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754319366.555156,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754320565.110522,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1754323644.233731,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754324443.0805569,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754327901.040965,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754329471.4669151,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,60.0
1754330004.2318192,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
1754330361.1803942,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,chrome,1.5,,
1754331068.8866858,openedApp,False,Europe/Warsaw,breathingExercise,chrome,1.5,Message,
1754332826.595742,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,60.0
1754332900.98051,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,120.0
