isReIntervention,timezone,timestamp,interventionDuration,interventionType,app,resolution,timeIntervalUntilReIntervention,purpose
False,Europe/Madrid,1753126364.8137522,1.5,breathingExercise,snapchat,dismissedAppOpening,,
False,Europe/Madrid,1753124682.7110438,,,snapchat,closedApp,,
False,Europe/Madrid,1753131583.677165,1.5,breathingExercise,safari,dismissedAppOpening,,
False,Europe/Madrid,1753131593.6102428,1.5,breathingExercise,youtube,openedApp,900.0,
False,Europe/Madrid,1753132508.0161982,,,youtube,closedApp,,
False,Europe/Madrid,1753132519.939923,1.5,breathingExercise,youtube,openedApp,900.0,
False,Europe/Madrid,1753133411.2220922,,,youtube,closedApp,,
False,Europe/Madrid,1753133417.015167,1.5,breathingExercise,youtube,dismissedAppOpening,,
False,Europe/Madrid,1753133428.35808,1.5,breathingExercise,youtube,openedApp,900.0,
False,Europe/Madrid,1753134337.557444,,,youtube,closedApp,,
False,Europe/Madrid,1753134340.377572,1.5,breathingExercise,youtube,dismissedAppOpening,,
False,Europe/Madrid,1753134352.189005,1.5,breathingExercise,youtube,openedApp,900.0,
False,Europe/Madrid,1753134639.8521929,,,youtube,closedApp,,
False,Europe/Madrid,1753135239.9086308,,,youtube,closedApp,,
True,Europe/Madrid,1753135246.097207,1.5,breathingExercise,youtube,openedApp,480.0,
False,Europe/Madrid,1753135269.500709,,,youtube,closedApp,,
False,Europe/Madrid,1753135555.170422,,,youtube,closedApp,,
False,Europe/Madrid,1753135739.226318,1.5,breathingExercise,youtube,openedApp,900.0,
False,Europe/Madrid,1753136246.410296,,,youtube,closedApp,,
False,Europe/Madrid,1753136255.7043781,,,youtube,closedApp,,
False,Europe/Madrid,1753176121.742516,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753177418.6785688,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753177591.337817,,,whastapp,closedApp,,
False,Europe/Madrid,1753178326.010765,,,whastapp,closedApp,,
True,Europe/Madrid,1753178331.2036672,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753178530.897892,,,whastapp,closedApp,,
False,Europe/Madrid,1753179353.989554,,,whastapp,closedApp,,
False,Europe/Madrid,1753179847.200717,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753179999.435607,,,whastapp,closedApp,,
False,Europe/Madrid,1753180031.461063,,,whastapp,closedApp,,
False,Europe/Madrid,1753180719.193692,,,whastapp,closedApp,,
False,Europe/Madrid,1753180741.330523,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753180995.715543,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753181200.969751,,,whastapp,closedApp,,
False,Europe/Madrid,1753185310.391335,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753185761.820836,,,whastapp,closedApp,,
False,Europe/Madrid,1753185946.021059,,,whastapp,closedApp,,
False,Europe/Madrid,1753187444.427,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753192886.284562,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753187682.7108269,,,whastapp,closedApp,,
False,Europe/Madrid,1753188195.72562,,,whastapp,closedApp,,
False,Europe/Madrid,1753188361.3770971,,,whastapp,closedApp,,
False,Europe/Madrid,1753188462.748441,,,whastapp,closedApp,,
False,Europe/Madrid,1753190958.418061,,,whastapp,closedApp,,
False,Europe/Madrid,1753191803.823329,,,whastapp,closedApp,,
False,Europe/Madrid,1753194112.089699,1.5,breathingExercise,whastapp,openedApp,420.0,
False,Europe/Madrid,1753194112.1344,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753194234.003972,,,whastapp,closedApp,,
False,Europe/Madrid,1753195058.869882,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753196456.8061152,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753196637.785194,,,whastapp,closedApp,,
False,Europe/Madrid,1753198793.0418139,,,whastapp,closedApp,,
False,Europe/Madrid,1753199931.969252,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753200837.621443,,,whastapp,closedApp,,
True,Europe/Madrid,1753200842.719871,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753201160.1819282,,,whastapp,closedApp,,
False,Europe/Madrid,1753202427.995105,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753202454.9168692,,,whastapp,closedApp,,
False,Europe/Madrid,1753202728.351838,,,whastapp,closedApp,,
False,Europe/Madrid,1753209045.038948,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753216550.5884418,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753217074.248354,,,whastapp,closedApp,,
False,Europe/Madrid,1753217368.357439,,,whastapp,closedApp,,
False,Europe/Madrid,1753217459.399363,,,whastapp,closedApp,,
True,Europe/Madrid,1753217462.929023,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753217472.387229,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753218713.357068,,,whastapp,closedApp,,
False,Europe/Madrid,1753218753.3120642,,,whastapp,closedApp,,
False,Europe/Madrid,1753218763.076233,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753219649.859472,,,whastapp,closedApp,,
False,Europe/Madrid,1753219657.893384,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753219658.224026,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753219658.390253,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753220550.375393,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753220495.041132,,,whastapp,closedApp,,
False,Europe/Madrid,1753220549.0904632,,,whastapp,closedApp,,
False,Europe/Madrid,1753220559.666747,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753220596.1714149,,,whastapp,closedApp,,
False,Europe/Madrid,1753220704.426468,,,whastapp,closedApp,,
False,Europe/Madrid,1753220762.864314,,,whastapp,closedApp,,
False,Europe/Madrid,1753221550.2467818,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753221612.553553,,,whastapp,closedApp,,
False,Europe/Madrid,1753222572.68536,,,whastapp,closedApp,,
False,Europe/Madrid,1753222981.273093,,,whastapp,closedApp,,
False,Europe/Madrid,1753222983.576333,,,whastapp,closedApp,,
False,Europe/Madrid,1753222988.667825,1.5,breathingExercise,safari,dismissedAppOpening,,
False,Europe/Madrid,1753222996.39073,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753228915.111774,1.5,breathingExercise,safari,dismissedAppOpening,,
False,Europe/Madrid,1753229589.711806,1.5,breathingExercise,safari,dismissedAppOpening,,
False,Europe/Madrid,1753229604.6060429,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753229638.3500881,,,whastapp,closedApp,,
False,Europe/Madrid,1753229743.755876,,,whastapp,closedApp,,
False,Europe/Madrid,1753229748.0166621,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753229801.122013,,,whastapp,closedApp,,
False,Europe/Madrid,1753229913.4936562,,,whastapp,closedApp,,
False,Europe/Madrid,1753240339.445348,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753242055.180588,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753242618.21985,1.5,breathingExercise,safari,dismissedAppOpening,,
False,Europe/Madrid,1753242083.761481,,,whastapp,closedApp,,
False,Europe/Madrid,1753242165.16538,,,whastapp,closedApp,,
False,Europe/Madrid,1753242617.327626,,,whastapp,closedApp,,
False,Europe/Madrid,1753242620.087362,,,whastapp,closedApp,,
False,Europe/Madrid,1753242620.6659021,1.5,breathingExercise,safari,dismissedAppOpening,,
False,Europe/Madrid,1753242635.806494,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753242674.576776,,,instagram,closedApp,,
False,Europe/Madrid,1753242787.799551,,,instagram,closedApp,,
False,Europe/Madrid,1753242876.729327,,,whastapp,closedApp,,
False,Europe/Madrid,1753242881.062499,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753242996.544897,,,whastapp,closedApp,,
False,Europe/Madrid,1753243126.353746,,,whastapp,closedApp,,
False,Europe/Madrid,1753243346.02809,,,whastapp,closedApp,,
False,Europe/Madrid,1753243384.064341,,,whastapp,closedApp,,
True,Europe/Madrid,1753243390.162691,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753243505.696519,,,whastapp,closedApp,,
False,Europe/Madrid,1753243795.018048,,,whastapp,closedApp,,
False,Europe/Madrid,1753244064.1836739,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753244110.673563,,,whastapp,closedApp,,
False,Europe/Madrid,1753244155.0101318,,,whastapp,closedApp,,
False,Europe/Madrid,1753244160.919316,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753244766.417595,,,instagram,closedApp,,
False,Europe/Madrid,1753245108.172014,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753245124.195581,,,instagram,closedApp,,
False,Europe/Madrid,1753245372.9678102,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753245578.118177,,,whastapp,closedApp,,
False,Europe/Madrid,1753249997.070609,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753262665.0633469,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753263158.628561,1.5,breathingExercise,safari,dismissedAppOpening,,
False,Europe/Madrid,1753263198.0667691,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753263450.7474918,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753264645.88308,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753264849.377434,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753265146.753547,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753281082.7042332,1.5,breathingExercise,safari,dismissedAppOpening,,
False,Europe/Madrid,1753281166.544312,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753281486.998641,,,whastapp,closedApp,,
False,Europe/Madrid,1753281512.151832,,,whastapp,closedApp,,
False,Europe/Madrid,1753281818.870041,,,whastapp,closedApp,,
False,Europe/Madrid,1753281823.017328,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753282194.613318,,,whastapp,closedApp,,
True,Europe/Madrid,1753282203.004003,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753283390.690195,,,whastapp,closedApp,,
True,Europe/Madrid,1753283396.139971,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753283432.4983048,,,whastapp,closedApp,,
False,Europe/Madrid,1753283483.705622,,,whastapp,closedApp,,
False,Europe/Madrid,1753283685.5843349,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753284073.4732819,,,whastapp,closedApp,,
False,Europe/Madrid,1753284149.858366,,,whastapp,closedApp,,
False,Europe/Madrid,1753284966.950979,,,whastapp,closedApp,,
False,Europe/Madrid,1753285568.8973079,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753286543.33617,,,whastapp,closedApp,,
False,Europe/Madrid,1753286551.053825,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753287073.876307,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753287111.811415,,,whastapp,closedApp,,
False,Europe/Madrid,1753287501.9041471,,,whastapp,closedApp,,
False,Europe/Madrid,1753289631.0713692,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753290009.161819,,,whastapp,closedApp,,
False,Europe/Madrid,1753290053.219939,,,whastapp,closedApp,,
False,Europe/Madrid,1753290120.85459,,,whastapp,closedApp,,
False,Europe/Madrid,1753290304.837223,,,whastapp,closedApp,,
False,Europe/Madrid,1753290362.280624,,,whastapp,closedApp,,
False,Europe/Madrid,1753290542.603109,,,whastapp,closedApp,,
False,Europe/Madrid,1753290873.210122,,,whastapp,closedApp,,
False,Europe/Madrid,1753291058.1523728,,,whastapp,closedApp,,
True,Europe/Madrid,1753291066.5641541,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753291468.748869,,,whastapp,closedApp,,
False,Europe/Madrid,1753291563.921997,,,whastapp,closedApp,,
False,Europe/Madrid,1753293076.606842,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753293549.267499,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753294454.747374,,,whastapp,closedApp,,
True,Europe/Madrid,1753294460.8261662,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753295357.019041,,,whastapp,closedApp,,
True,Europe/Madrid,1753295361.963121,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753295629.8964071,,,whastapp,closedApp,,
False,Europe/Madrid,1753296260.366437,,,whastapp,closedApp,,
True,Europe/Madrid,1753296266.027652,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753296524.5145478,,,whastapp,closedApp,,
False,Europe/Madrid,1753296699.325918,,,whastapp,closedApp,,
False,Europe/Madrid,1753297163.429368,,,whastapp,closedApp,,
True,Europe/Madrid,1753297169.058247,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753298066.1073341,,,whastapp,closedApp,,
True,Europe/Madrid,1753298071.650866,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753298968.7282062,,,whastapp,closedApp,,
True,Europe/Madrid,1753298969.238234,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753306106.508147,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753306153.777139,1.5,breathingExercise,instagram,openedApp,480.0,
False,Europe/Madrid,1753306313.522156,,,instagram,closedApp,,
False,Europe/Madrid,1753307397.7707992,1.5,breathingExercise,whastapp,openedApp,540.0,
False,Europe/Madrid,1753307514.9758139,,,whastapp,closedApp,,
False,Europe/Madrid,1753307650.4898171,,,whastapp,closedApp,,
False,Europe/Madrid,1753308027.110526,,,whastapp,closedApp,,
False,Europe/Madrid,1753308728.9279032,1.5,breathingExercise,whastapp,openedApp,480.0,
False,Europe/Madrid,1753308812.045679,,,whastapp,closedApp,,
False,Europe/Madrid,1753308922.7435231,,,whastapp,closedApp,,
False,Europe/Madrid,1753311147.87502,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753311675.977343,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753311765.804759,,,whastapp,closedApp,,
False,Europe/Madrid,1753312096.625843,,,whastapp,closedApp,,
False,Europe/Madrid,1753312119.748852,,,whastapp,closedApp,,
False,Europe/Madrid,1753312350.951579,,,whastapp,closedApp,,
False,Europe/Madrid,1753312472.8896441,,,whastapp,closedApp,,
False,Europe/Madrid,1753312589.324837,,,whastapp,closedApp,,
False,Europe/Madrid,1753312750.145894,,,whastapp,closedApp,,
True,Europe/Madrid,1753312755.195409,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753312808.022313,,,whastapp,closedApp,,
False,Europe/Madrid,1753312861.839524,,,whastapp,closedApp,,
False,Europe/Madrid,1753312883.9946241,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753313091.813813,1.5,breathingExercise,youtube,openedApp,900.0,
False,Europe/Madrid,1753313157.335695,,,youtube,closedApp,,
False,Europe/Madrid,1753313252.589263,,,youtube,closedApp,,
False,Europe/Madrid,1753313264.7044768,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753313428.503315,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753313604.592917,,,whastapp,closedApp,,
False,Europe/Madrid,1753313795.582994,,,whastapp,closedApp,,
False,Europe/Madrid,1753313834.398519,1.5,breathingExercise,instagram,openedApp,300.0,
False,Europe/Madrid,1753313900.777039,,,instagram,closedApp,,
False,Europe/Madrid,1753314139.976283,,,instagram,closedApp,,
True,Europe/Madrid,1753314147.6859121,1.5,breathingExercise,instagram,openedApp,540.0,
False,Europe/Madrid,1753314565.391093,,,instagram,closedApp,,
False,Europe/Madrid,1753314626.624679,,,instagram,closedApp,,
False,Europe/Madrid,1753314798.519217,,,instagram,closedApp,,
True,Europe/Madrid,1753314807.758957,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753314938.523432,1.5,breathingExercise,whastapp,openedApp,540.0,
False,Europe/Madrid,1753315421.847209,,,instagram,closedApp,,
True,Europe/Madrid,1753315428.124714,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753316019.776826,,,instagram,closedApp,,
False,Europe/Madrid,1753351553.7124438,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753352510.595197,,,whastapp,closedApp,,
True,Europe/Madrid,1753352517.3004951,1.5,breathingExercise,whastapp,openedApp,660.0,
False,Europe/Madrid,1753353034.513711,,,whastapp,closedApp,,
False,Europe/Madrid,1753353044.1450958,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753353075.1031919,,,instagram,closedApp,,
False,Europe/Madrid,1753353103.308748,,,whastapp,closedApp,,
False,Europe/Madrid,1753353237.141817,,,whastapp,closedApp,,
False,Europe/Madrid,1753353267.4788508,,,whastapp,closedApp,,
True,Europe/Madrid,1753353272.334684,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753353285.1800451,,,whastapp,closedApp,,
False,Europe/Madrid,1753353291.8383532,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753353313.129233,,,whastapp,closedApp,,
False,Europe/Madrid,1753353358.023845,,,whastapp,closedApp,,
False,Europe/Madrid,1753353419.412977,,,whastapp,closedApp,,
False,Europe/Madrid,1753353546.957166,,,whastapp,closedApp,,
False,Europe/Madrid,1753353552.5810351,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753353584.3579879,,,whastapp,closedApp,,
False,Europe/Madrid,1753354217.965658,,,whastapp,closedApp,,
True,Europe/Madrid,1753354225.946883,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753354241.38798,,,whastapp,closedApp,,
False,Europe/Madrid,1753354277.5040789,1.5,breathingExercise,instagram,openedApp,120.0,
False,Europe/Madrid,1753354572.859101,,,whastapp,closedApp,,
False,Europe/Madrid,1753354798.7321649,,,whastapp,closedApp,,
False,Europe/Madrid,1753354932.103828,,,whastapp,closedApp,,
False,Europe/Madrid,1753355414.362471,,,whastapp,closedApp,,
False,Europe/Madrid,1753355426.9345841,1.5,breathingExercise,instagram,openedApp,420.0,
False,Europe/Madrid,1753355511.1906781,,,instagram,closedApp,,
False,Europe/Madrid,1753356461.5517612,,,instagram,closedApp,,
False,Europe/Madrid,1753356463.7998471,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753356465.513583,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753356472.5841398,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753356540.2477589,,,whastapp,closedApp,,
False,Europe/Madrid,1753356896.963866,,,whastapp,closedApp,,
False,Europe/Madrid,1753356984.987591,,,whastapp,closedApp,,
False,Europe/Madrid,1753357011.171207,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753357148.209655,,,whastapp,closedApp,,
False,Europe/Madrid,1753357160.18252,1.5,breathingExercise,instagram,dismissedAppOpening,,
False,Europe/Madrid,1753357176.631454,1.5,breathingExercise,instagram,openedApp,600.0,
True,Europe/Madrid,1753357787.88516,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753357782.382155,,,instagram,closedApp,,
False,Europe/Madrid,1753358091.3120399,,,instagram,closedApp,,
False,Europe/Madrid,1753358392.368638,,,instagram,closedApp,,
True,Europe/Madrid,1753358398.0544028,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753358639.1099648,,,instagram,closedApp,,
False,Europe/Madrid,1753359204.331382,,,instagram,closedApp,,
False,Europe/Madrid,1753359212.2842178,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753359487.879065,,,whastapp,closedApp,,
False,Europe/Madrid,1753359960.882329,,,whastapp,closedApp,,
False,Europe/Madrid,1753360177.695272,1.5,breathingExercise,whastapp,openedApp,780.0,
False,Europe/Madrid,1753360614.164682,,,whastapp,closedApp,,
False,Europe/Madrid,1753361131.2774282,,,whastapp,closedApp,,
False,Europe/Madrid,1753361320.219588,,,whastapp,closedApp,,
False,Europe/Madrid,1753363007.1886868,,,whastapp,closedApp,,
False,Europe/Madrid,1753363472.963464,1.5,breathingExercise,whastapp,openedApp,600.0,
False,Europe/Madrid,1753363917.759825,,,whastapp,closedApp,,
False,Europe/Madrid,1753364045.0937328,,,whastapp,closedApp,,
False,Europe/Madrid,1753364148.627842,,,whastapp,closedApp,,
False,Europe/Madrid,1753364233.535122,,,whastapp,closedApp,,
True,Europe/Madrid,1753364240.129012,1.5,breathingExercise,whastapp,openedApp,780.0,
False,Europe/Madrid,1753364257.67468,,,whastapp,closedApp,,
False,Europe/Madrid,1753364928.771507,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753364936.387471,1.5,breathingExercise,whastapp,openedApp,780.0,
False,Europe/Madrid,1753365201.596098,,,whastapp,closedApp,,
False,Europe/Madrid,1753377199.3181949,1.5,breathingExercise,whastapp,openedApp,840.0,
False,Europe/Madrid,1753377672.147625,,,whastapp,closedApp,,
False,Europe/Madrid,1753377768.486186,,,whastapp,closedApp,,
False,Europe/Madrid,1753377781.2051291,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753377949.696979,,,instagram,closedApp,,
False,Europe/Madrid,1753378000.451057,,,instagram,closedApp,,
False,Europe/Madrid,1753381669.101811,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753381669.148557,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753381736.278121,,,whastapp,closedApp,,
False,Europe/Madrid,1753382198.053086,1.5,breathingExercise,whastapp,openedApp,780.0,
False,Europe/Madrid,1753384857.3499188,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753384890.325097,,,whastapp,closedApp,,
False,Europe/Madrid,1753385275.847956,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753385809.478893,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753386011.484126,,,whastapp,closedApp,,
False,Europe/Madrid,1753386021.182551,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753386087.231293,,,instagram,closedApp,,
False,Europe/Madrid,1753386149.490479,,,instagram,closedApp,,
False,Europe/Madrid,1753386707.442667,,,whastapp,closedApp,,
False,Europe/Madrid,1753387660.1958752,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753387755.6759,,,whastapp,closedApp,,
False,Europe/Madrid,1753387934.987512,,,whastapp,closedApp,,
False,Europe/Madrid,1753388046.4343991,,,whastapp,closedApp,,
False,Europe/Madrid,1753388091.875619,,,whastapp,closedApp,,
False,Europe/Madrid,1753393682.5816731,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753393710.9433122,,,whastapp,closedApp,,
False,Europe/Madrid,1753393743.60612,,,whastapp,closedApp,,
False,Europe/Madrid,1753393844.591244,,,whastapp,closedApp,,
False,Europe/Madrid,1753394060.099111,,,whastapp,closedApp,,
False,Europe/Madrid,1753394792.580771,,,whastapp,closedApp,,
True,Europe/Madrid,1753394800.924758,1.5,breathingExercise,whastapp,openedApp,840.0,
False,Europe/Madrid,1753394920.546383,,,whastapp,closedApp,,
False,Europe/Madrid,1753395095.622117,,,whastapp,closedApp,,
False,Europe/Madrid,1753395167.782559,,,whastapp,closedApp,,
False,Europe/Madrid,1753395426.825461,,,whastapp,closedApp,,
False,Europe/Madrid,1753403783.8758168,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753403877.951065,,,whastapp,closedApp,,
False,Europe/Madrid,1753406481.1482,,,whastapp,closedApp,,
False,Europe/Madrid,1753406854.166306,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753407894.493009,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753408635.8005219,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753407926.9966269,,,whastapp,closedApp,,
False,Europe/Madrid,1753407989.503353,,,whastapp,closedApp,,
False,Europe/Madrid,1753408186.138217,,,whastapp,closedApp,,
False,Europe/Madrid,1753408388.1774778,,,whastapp,closedApp,,
False,Europe/Madrid,1753408642.054759,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753408713.553045,,,whastapp,closedApp,,
False,Europe/Madrid,1753408776.575094,,,whastapp,closedApp,,
False,Europe/Madrid,1753409609.295306,,,whastapp,closedApp,,
True,Europe/Madrid,1753409614.283949,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753409898.694318,,,whastapp,closedApp,,
False,Europe/Madrid,1753410513.8993912,,,whastapp,closedApp,,
True,Europe/Madrid,1753410521.4138389,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753411031.69318,,,whastapp,closedApp,,
False,Europe/Madrid,1753411284.544766,1.5,breathingExercise,whastapp,dismissedAppOpening,,
False,Europe/Madrid,1753411300.936166,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753411570.633585,,,whastapp,closedApp,,
False,Europe/Madrid,1753411811.110884,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753412502.282795,,,whastapp,closedApp,,
False,Europe/Madrid,1753412717.595804,,,whastapp,closedApp,,
True,Europe/Madrid,1753412726.84445,1.5,breathingExercise,whastapp,openedApp,900.0,
False,Europe/Madrid,1753413252.777427,,,whastapp,closedApp,,
False,Europe/Madrid,1753413267.697752,1.5,breathingExercise,instagram,openedApp,360.0,
False,Europe/Madrid,1753413298.850137,,,instagram,closedApp,,
False,Europe/Madrid,1753413340.854734,,,instagram,closedApp,,
False,Europe/Madrid,1753413364.019689,,,instagram,closedApp,,
False,Europe/Madrid,1753413610.7318501,,,instagram,closedApp,,
False,Europe/Madrid,1753413616.379581,1.5,breathingExercise,safari,openedApp,,
False,Europe/Madrid,1753413821.893661,1.5,breathingExercise,instagram,openedApp,600.0,
False,Europe/Madrid,1753414453.914092,,,instagram,closedApp,,
True,Europe/Madrid,1753414459.020196,1.5,breathingExercise,instagram,openedApp,360.0,
False,Europe/Madrid,1753414820.348141,,,instagram,closedApp,,
True,Europe/Madrid,1753414827.003923,1.5,breathingExercise,instagram,openedApp,300.0,
False,Europe/Madrid,1753415128.986135,,,instagram,closedApp,,
True,Europe/Madrid,1753415134.083332,1.5,breathingExercise,instagram,openedApp,300.0,
False,Europe/Madrid,1753415438.228353,,,instagram,closedApp,,
True,Europe/Madrid,1753415443.542392,1.5,breathingExercise,instagram,openedApp,360.0,
False,Europe/Madrid,1753415713.913698,,,instagram,closedApp,,
False,Europe/Madrid,1753416292.67576,,,instagram,closedApp,,
False,Europe/Madrid,1753416453.846219,,,instagram,closedApp,,
