app,resolution,timestamp,interventionDuration,interventionType,isReIntervention,timezone
instagram,openedApp,1751719769.279914,1.5,breathingExercise,False,Europe/Berlin
instagram,openedApp,1751744110.5608191,1.5,breathingExercise,False,Europe/Berlin
instagram,openedApp,1751751804.6842299,1.5,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1751752837.4144812,1.5,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753444237.05516,3.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753447670.971247,3.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753449492.5231261,3.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753481124.384875,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753481291.786444,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753481920.3466048,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753482327.7893128,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753482330.839714,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753482438.620569,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753483166.600658,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753484568.145015,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753484579.307917,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753484629.571437,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753521959.927477,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753539762.593096,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753565078.7283812,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753565102.685677,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753565896.172301,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753565899.811059,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753565915.5540972,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753604587.335908,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753604772.579762,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753620453.240412,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753621132.498668,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753625234.540859,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753625470.0039492,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753626027.2475638,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753626380.737764,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753687673.403702,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753693145.382646,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753751276.771799,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753751980.6483068,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753752002.067034,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753752724.542023,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753752739.4632869,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753819235.624901,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753819423.712457,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753822065.787909,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753822094.667509,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753822123.44494,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753822139.061605,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753822177.842623,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753822192.7004352,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753822306.856139,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753831746.464929,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753836293.6259031,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753836367.119492,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753843690.3183498,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753876406.29883,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753881423.431318,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753908775.22611,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753909403.795691,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753910285.693565,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753910299.9745522,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753926969.022542,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753927217.345412,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753927475.1693358,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753930852.134531,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753949045.067521,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753949056.429148,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753949292.868072,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1753975012.643122,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1753997560.6751199,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754003943.485014,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754007524.025525,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754008048.357019,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754008079.696595,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754008597.4547849,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754008618.545953,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754045055.854367,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754056024.528263,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754062471.4883862,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754062618.0789871,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754062913.418312,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754063128.7273788,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754063465.636753,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754063647.640747,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754064258.539332,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754064849.373417,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754071535.525498,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754072409.185843,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754088003.192148,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754142879.6669722,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754143909.692384,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754144208.07408,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754144356.121863,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754144604.5287051,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754145459.807767,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754145566.917603,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754146051.878059,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754146659.547404,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754147194.24017,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754147337.469595,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754149153.772686,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754153907.53936,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754154363.539411,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754154420.253656,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754156612.079403,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754157714.822057,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754161482.3181171,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754161541.851882,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754162448.221249,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754163824.995662,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754173573.237115,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754173592.582556,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754175198.724396,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754176949.260185,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754178529.293274,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754179432.264298,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754183029.3356981,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754183104.270938,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754208045.725501,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754208445.739079,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754209311.658399,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754209369.684469,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754209504.2667441,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754212207.799484,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754212346.522287,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754212411.569551,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754212488.679682,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754212710.6763868,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754213504.393743,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754214185.391978,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754215147.42535,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754215596.168313,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754215688.84402,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754215800.5587502,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754215955.254704,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754215972.6076698,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754215995.446075,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754216401.82966,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754216553.51518,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754216758.3463678,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754216796.036478,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754217505.641007,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754217599.769291,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754217694.004559,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754221960.1694689,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754222819.370681,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754222849.6831698,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754223018.018167,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754223056.994035,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754223216.826376,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754223234.758395,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754223408.951466,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754223476.852773,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754225598.5012,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754229100.4059892,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754230733.52281,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754231385.924191,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754232012.1285238,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754232991.6599889,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754239453.947068,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754244982.194127,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754247138.655881,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754247390.0225492,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754281857.8663821,6.0,breathingExercise,False,Europe/Berlin
instagram,openedApp,1754282033.1139622,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754288533.1360621,6.0,breathingExercise,False,Europe/Berlin
instagram,dismissedAppOpening,1754288632.438785,6.0,breathingExercise,False,Europe/Berlin
